invoice_number,rule_triggered,risk_score,explanation,recommended_action,financial_value,risk_tier
INV0011381,New Vendor Fast Payment,6,"Invoice INV0011381 for ₹130,691 was received from vendor VEND0278 only -2 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,130691.29,High
INV0011370,New Vendor Fast Payment,6,"Invoice INV0011370 for ₹397,791 was received from vendor VEND0154 only -23 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,397791.01,High
INV0011364,New Vendor Fast Payment,6,"Invoice INV0011364 for ₹292,790 was received from vendor VEND0110 only -9 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,292790.4,High
INV0011352,New Vendor Fast Payment,6,"Invoice INV0011352 for ₹23,988 was received from vendor VEND0141 only -31 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,23987.92,High
INV0011351,New Vendor Fast Payment,6,"Invoice INV0011351 for ₹96,350 was received from vendor VEND0129 only -24 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,96349.88,High
INV0011336,New Vendor Fast Payment,6,"Invoice INV0011336 for ₹141,072 was received from vendor VEND0089 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,141071.51,High
INV0011335,New Vendor Fast Payment,6,"Invoice INV0011335 for ₹81,587 was received from vendor VEND0075 only -47 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,81586.95,High
INV0011323,New Vendor Fast Payment,6,"Invoice INV0011323 for ₹130,776 was received from vendor VEND0053 only -11 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,130775.69,High
INV0011290,New Vendor Fast Payment,6,"Invoice INV0011290 for ₹372,099 was received from vendor VEND0096 only -110 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,372098.95,High
INV0011282,New Vendor Fast Payment,6,"Invoice INV0011282 for ₹78,363 was received from vendor VEND0075 only -59 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,78362.52,High
INV0011253,New Vendor Fast Payment,6,"Invoice INV0011253 for ₹839,213 was received from vendor VEND0246 only -62 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,839213.13,High
INV0011249,New Vendor Fast Payment,6,"Invoice INV0011249 for ₹426,756 was received from vendor VEND0072 only -81 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,426756.29,High
INV0011224,New Vendor Fast Payment,6,"Invoice INV0011224 for ₹43,978 was received from vendor VEND0197 only 6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,43977.59,High
INV0011223,New Vendor Fast Payment,6,"Invoice INV0011223 for ₹91,079 was received from vendor VEND0102 only -24 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,91078.82,High
INV0011215,New Vendor Fast Payment,6,"Invoice INV0011215 for ₹215,476 was received from vendor VEND0062 only -94 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,215475.79,High
INV0011186,New Vendor Fast Payment,6,"Invoice INV0011186 for ₹129,103 was received from vendor VEND0269 only -5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,129102.96,High
INV0011183,New Vendor Fast Payment,6,"Invoice INV0011183 for ₹286,273 was received from vendor VEND0096 only -53 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,286272.58,High
INV0011171,New Vendor Fast Payment,6,"Invoice INV0011171 for ₹50,288 was received from vendor VEND0005 only -29 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,50288.03,High
INV0011155,New Vendor Fast Payment,6,"Invoice INV0011155 for ₹99,913 was received from vendor VEND0108 only -47 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,99913.03,High
INV0011139,New Vendor Fast Payment,6,"Invoice INV0011139 for ₹126,698 was received from vendor VEND0112 only 3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,126698.23,High
INV0011137,New Vendor Fast Payment,6,"Invoice INV0011137 for ₹292,186 was received from vendor VEND0251 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,292185.58,High
INV0011130,New Vendor Fast Payment,6,"Invoice INV0011130 for ₹194,375 was received from vendor VEND0265 only -48 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,194375.4,High
INV0011093,New Vendor Fast Payment,6,"Invoice INV0011093 for ₹300,752 was received from vendor VEND0223 only 5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,300751.97,High
INV0011085,New Vendor Fast Payment,6,"Invoice INV0011085 for ₹53,481 was received from vendor VEND0120 only -2 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,53481.02,High
INV0011065,New Vendor Fast Payment,6,"Invoice INV0011065 for ₹260,112 was received from vendor VEND0193 only -38 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,260112.2,High
INV0011040,New Vendor Fast Payment,6,"Invoice INV0011040 for ₹201,188 was received from vendor VEND0190 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,201188.06,High
INV0011038,New Vendor Fast Payment,6,"Invoice INV0011038 for ₹886,118 was received from vendor VEND0143 only 4 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,886118.45,High
INV0011037,New Vendor Fast Payment,6,"Invoice INV0011037 for ₹536,079 was received from vendor VEND0151 only -45 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,536079.11,High
INV0011035,New Vendor Fast Payment,6,"Invoice INV0011035 for ₹346,631 was received from vendor VEND0011 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,346631.19,High
INV0011032,New Vendor Fast Payment,6,"Invoice INV0011032 for ₹2,590,165 was received from vendor VEND0057 only -8 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,2590164.8,High
INV0011022,New Vendor Fast Payment,6,"Invoice INV0011022 for ₹2,039,005 was received from vendor VEND0002 only -5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,2039004.65,High
INV0010981,New Vendor Fast Payment,6,"Invoice INV0010981 for ₹1,154,245 was received from vendor VEND0068 only -36 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1154244.82,High
INV0010971,New Vendor Fast Payment,6,"Invoice INV0010971 for ₹260,717 was received from vendor VEND0063 only -53 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,260717.14,High
INV0010970,New Vendor Fast Payment,6,"Invoice INV0010970 for ₹1,909,257 was received from vendor VEND0135 only -99 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1909257.42,High
INV0010963,New Vendor Fast Payment,6,"Invoice INV0010963 for ₹207,203 was received from vendor VEND0112 only -58 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,207202.61,High
INV0010959,New Vendor Fast Payment,6,"Invoice INV0010959 for ₹74,484 was received from vendor VEND0214 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,74483.96,High
INV0010957,New Vendor Fast Payment,6,"Invoice INV0010957 for ₹1,971,239 was received from vendor VEND0221 only -13 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1971238.88,High
INV0010913,New Vendor Fast Payment,6,"Invoice INV0010913 for ₹2,095,138 was received from vendor VEND0145 only -39 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,2095138.29,High
INV0010906,New Vendor Fast Payment,6,"Invoice INV0010906 for ₹199,280 was received from vendor VEND0229 only -109 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,199280.5,High
INV0010891,New Vendor Fast Payment,6,"Invoice INV0010891 for ₹511,963 was received from vendor VEND0161 only -26 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,511962.97,High
INV0010888,New Vendor Fast Payment,6,"Invoice INV0010888 for ₹270,767 was received from vendor VEND0009 only -39 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,270766.62,High
INV0010867,New Vendor Fast Payment,6,"Invoice INV0010867 for ₹45,098 was received from vendor VEND0139 only 1 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,45098.34,High
INV0010856,New Vendor Fast Payment,6,"Invoice INV0010856 for ₹50,379 was received from vendor VEND0199 only 4 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,50378.58,High
INV0010848,New Vendor Fast Payment,6,"Invoice INV0010848 for ₹1,375,721 was received from vendor VEND0049 only -52 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1375720.87,High
INV0010819,New Vendor Fast Payment,6,"Invoice INV0010819 for ₹470,583 was received from vendor VEND0050 only -112 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,470582.73,High
INV0010801,New Vendor Fast Payment,6,"Invoice INV0010801 for ₹782,008 was received from vendor VEND0138 only -33 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,782007.6,High
INV0010792,New Vendor Fast Payment,6,"Invoice INV0010792 for ₹1,963,177 was received from vendor VEND0285 only -90 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1963176.89,High
INV0010763,New Vendor Fast Payment,6,"Invoice INV0010763 for ₹301,668 was received from vendor VEND0286 only 0 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,301668.36,High
INV0010759,New Vendor Fast Payment,6,"Invoice INV0010759 for ₹33,318 was received from vendor VEND0197 only -60 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,33317.68,High
INV0010749,New Vendor Fast Payment,6,"Invoice INV0010749 for ₹35,794 was received from vendor VEND0120 only 3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,35794.31,High
INV0010736,New Vendor Fast Payment,6,"Invoice INV0010736 for ₹20,842 was received from vendor VEND0191 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,20841.79,High
INV0010722,New Vendor Fast Payment,6,"Invoice INV0010722 for ₹122,950 was received from vendor VEND0166 only -7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,122950.12,High
INV0010705,New Vendor Fast Payment,6,"Invoice INV0010705 for ₹66,936 was received from vendor VEND0056 only -44 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,66935.95,High
INV0010691,New Vendor Fast Payment,6,"Invoice INV0010691 for ₹233,334 was received from vendor VEND0296 only -6 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,233334.32,High
INV0010676,New Vendor Fast Payment,6,"Invoice INV0010676 for ₹5,014,408 was received from vendor VEND0219 only -96 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,5014408.25,High
INV0010652,New Vendor Fast Payment,6,"Invoice INV0010652 for ₹404,345 was received from vendor VEND0237 only -29 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,404344.9,High
INV0010648,New Vendor Fast Payment,6,"Invoice INV0010648 for ₹696,530 was received from vendor VEND0008 only -66 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,696529.6,High
INV0010622,New Vendor Fast Payment,6,"Invoice INV0010622 for ₹1,727,156 was received from vendor VEND0266 only -116 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1727156.41,High
INV0010613,New Vendor Fast Payment,6,"Invoice INV0010613 for ₹572,544 was received from vendor VEND0041 only -13 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,572543.98,High
INV0010597,New Vendor Fast Payment,6,"Invoice INV0010597 for ₹360,748 was received from vendor VEND0121 only -15 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,360748.21,High
INV0010592,New Vendor Fast Payment,6,"Invoice INV0010592 for ₹243,531 was received from vendor VEND0176 only -14 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,243531.37,High
INV0010582,New Vendor Fast Payment,6,"Invoice INV0010582 for ₹55,061 was received from vendor VEND0280 only -92 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,55060.93,High
INV0010579,New Vendor Fast Payment,6,"Invoice INV0010579 for ₹4,891,464 was received from vendor VEND0219 only -4 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,4891463.77,High
INV0010566,New Vendor Fast Payment,6,"Invoice INV0010566 for ₹526,056 was received from vendor VEND0247 only -39 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,526055.89,High
INV0010558,New Vendor Fast Payment,6,"Invoice INV0010558 for ₹243,610 was received from vendor VEND0081 only -71 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,243610.19,High
INV0010544,New Vendor Fast Payment,6,"Invoice INV0010544 for ₹4,872,876 was received from vendor VEND0179 only -93 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,4872876.48,High
INV0010479,New Vendor Fast Payment,6,"Invoice INV0010479 for ₹368,439 was received from vendor VEND0072 only -7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,368438.6,High
INV0010414,New Vendor Fast Payment,6,"Invoice INV0010414 for ₹135,834 was received from vendor VEND0283 only -82 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,135834.07,High
INV0010413,New Vendor Fast Payment,6,"Invoice INV0010413 for ₹15,310 was received from vendor VEND0242 only -3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,15309.63,High
INV0010386,New Vendor Fast Payment,6,"Invoice INV0010386 for ₹4,713,355 was received from vendor VEND0270 only -34 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,4713355.11,High
INV0010375,New Vendor Fast Payment,6,"Invoice INV0010375 for ₹293,935 was received from vendor VEND0284 only -56 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,293935.09,High
INV0010374,New Vendor Fast Payment,6,"Invoice INV0010374 for ₹300,123 was received from vendor VEND0142 only -37 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,300122.77,High
INV0010371,New Vendor Fast Payment,6,"Invoice INV0010371 for ₹165,258 was received from vendor VEND0015 only -34 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,165258.37,High
INV0010348,New Vendor Fast Payment,6,"Invoice INV0010348 for ₹96,721 was received from vendor VEND0003 only -51 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,96721.47,High
INV0010347,New Vendor Fast Payment,6,"Invoice INV0010347 for ₹686,110 was received from vendor VEND0008 only 5 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,686110.16,High
INV0010283,New Vendor Fast Payment,6,"Invoice INV0010283 for ₹161,645 was received from vendor VEND0296 only -75 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,161644.65,High
INV0010251,New Vendor Fast Payment,6,"Invoice INV0010251 for ₹91,913 was received from vendor VEND0175 only -114 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,91913.03,High
INV0010240,New Vendor Fast Payment,6,"Invoice INV0010240 for ₹626,898 was received from vendor VEND0298 only -95 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,626897.91,High
INV0010221,New Vendor Fast Payment,6,"Invoice INV0010221 for ₹70,797 was received from vendor VEND0075 only 2 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,70796.94,High
INV0010213,New Vendor Fast Payment,6,"Invoice INV0010213 for ₹25,895 was received from vendor VEND0007 only -19 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,25894.86,High
INV0010203,New Vendor Fast Payment,6,"Invoice INV0010203 for ₹276,676 was received from vendor VEND0096 only -18 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,276675.78,High
INV0010201,New Vendor Fast Payment,6,"Invoice INV0010201 for ₹58,489 was received from vendor VEND0034 only 7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,58489.18,High
INV0010195,New Vendor Fast Payment,6,"Invoice INV0010195 for ₹1,289,380 was received from vendor VEND0060 only -58 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,1289379.67,High
INV0010172,New Vendor Fast Payment,6,"Invoice INV0010172 for ₹75,574 was received from vendor VEND0086 only -96 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,75573.51,High
INV0010166,New Vendor Fast Payment,6,"Invoice INV0010166 for ₹369,623 was received from vendor VEND0148 only 1 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Verify vendor legitimacy with external business registration check. Confirm bank account details with vendor via independent channel. Review who created this vendor and whether they also processed the invoice (SoD violation).,369622.76,High
