invoice_number,invoice_date,due_date,payment_date,vendor_id,po_number,gr_number,invoice_amount,tax_amount,total_amount,invoice_status,cost_centre,department,composite_risk_score,risk_tier,ml_component,rule_component,value_component,rule_triggered,rule_risk_score,full_explanation,tier_recommended_action,anomaly_flag,anomaly_type,iso_score,ae_score,ensemble_score,feat_amount_zscore,feat_invoice_to_po_ratio,feat_vendor_age_days,feat_days_to_payment,feat_after_hours,feat_no_po,feat_round_number,shap_explanation
INV0013160,2022-03-25 17:16:00,2022-04-24 10:23:00,,VEND0104,PO000762,GR000468,2371826.27,426928.73,2798755.0,Blocked,CC016,Legal,59.9,High,34.253175502817854,70.0,86.87381609122359,Three-Way Match Failure,7.0,"Invoice INV0013160 amount ₹2,371,826 is 22.2% OVER the PO value ₹1,941,183, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5739569858709,5.004542846566809,0.2854192323951664,-0.3487243838950426,1.221845497282364,61,90.0,0,0,0,This invoice was flagged primarily because the amount's leading digit deviates from the expected Benford's Law distribution.
INV0013195,2022-08-01 12:33:00,2022-08-29 15:18:00,,VEND0179,PO001770,,1842512.33,331652.22,2174164.55,Blocked,CC018,Legal,58.7,High,33.33524192494588,70.0,83.27054713281093,Three-Way Match Failure,7.0,"Invoice INV0013195 amount ₹1,842,512 is 33.3% UNDER the PO value ₹2,762,948, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5667595993128351,9.899373829497822,0.2777705306576882,-0.606282853307336,0.6668646279221043,96,90.0,0,0,0,No single dominant risk factor identified.
INV0013214,2023-08-18 17:50:00,2023-09-17 11:29:00,,VEND0169,PO017203,GR010975,1568684.92,282363.29,1851048.21,Blocked,CC007,IT,56.8,High,30.200586527989792,70.0,80.97482754760428,Three-Way Match Failure,7.0,"Invoice INV0013214 amount ₹1,568,685 is 21.6% UNDER the PO value ₹2,000,000, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5508107514023216,4.684015267263314,0.251650945581961,1.0514608564155548,0.78434246,521,90.0,0,0,0,No single dominant risk factor identified.
INV0013215,2023-11-10 13:34:00,2023-12-10 08:01:00,,VEND0188,PO006760,GR004282,3066465.2,551963.74,3618428.94,Blocked,CC001,Operations,60.2,High,32.557754506900295,70.0,90.53894099039276,Three-Way Match Failure,7.0,"Invoice INV0013215 amount ₹3,066,465 is 34.7% UNDER the PO value ₹4,698,655, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5617553528511618,11.270320444257342,0.271292099637593,0.1780701141924882,0.6526261789248958,550,90.0,0,0,0,No single dominant risk factor identified.
INV0013217,2023-05-31 14:17:00,2023-06-30 14:49:00,,VEND0128,PO002642,GR001661,2206929.74,397247.35,2604177.09,Blocked,CC015,Legal,57.3,High,28.456193777872656,70.0,85.8456453329915,Three-Way Match Failure,7.0,"Invoice INV0013217 amount ₹2,206,930 is 24.5% OVER the PO value ₹1,772,802, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.540376452934355,5.743672619157747,0.2371157546048571,1.8571510933732625,1.244882023845727,462,90.0,0,0,0,No single dominant risk factor identified.
INV0013254,2022-08-22 13:45:00,2022-09-20 09:09:00,,VEND0221,PO008371,GR005312,2209163.09,397649.36,2606812.45,Blocked,CC011,HR,58.6,High,31.663882320301656,70.0,85.86007751502088,Three-Way Match Failure,7.0,"Invoice INV0013254 amount ₹2,209,163 is 31.2% OVER the PO value ₹1,684,008, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5574567998933964,9.149331959782115,0.2638438899723899,1.971356786648414,1.3118484668803467,118,90.0,0,0,0,No single dominant risk factor identified.
INV0013259,2024-01-30 14:08:00,2024-02-29 16:28:00,,VEND0049,PO003902,GR002466,3921771.81,705918.93,4627690.74,Blocked,CC001,R&D,55.0,High,34.84903920303587,50.0,94.04929088509664,Three-Way Match Failure,5.0,"Invoice INV0013259 amount ₹3,921,772 is 17.0% OVER the PO value ₹3,353,299, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5781632111310121,3.0110414588126906,0.2903842797896887,0.7130916719256267,1.1695264200759334,675,90.0,0,0,0,No single dominant risk factor identified.
INV0013261,2022-10-07 10:16:00,2022-11-06 14:46:00,,VEND0119,PO015705,GR010005,1019893.83,183580.89,1203474.72,Blocked,CC008,Sales,56.8,High,34.0590025171318,70.0,74.83161100942917,Three-Way Match Failure,7.0,"Invoice INV0013261 amount ₹1,019,894 is 27.5% OVER the PO value ₹800,000, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5720440848599945,7.032151892879284,0.2838012817190061,2.316458628979939,1.2748672875,268,90.0,0,0,0,No single dominant risk factor identified.
INV0013272,2022-10-10 13:51:00,2022-11-09 00:00:00,2022-11-03 00:00:00,VEND0070,,,873958.96,157312.61,1031271.57,Paid,CC001,,56.5,High,43.36608092026359,60.0,72.6282393231104,Near-Duplicate Invoice,6.0,"Invoice INV0013272 (₹873,959) is 0.3% different from invoice INV0007508 (₹876,620) from the same vendor, posted 21 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6187701787567327,24.111712824788363,0.3613527173227804,-0.676207652787462,1.5,140,23.0,0,1,0,No single dominant risk factor identified.
INV0013280,2023-03-24 14:15:00,2023-04-23 00:00:00,2023-04-15 00:00:00,VEND0219,,,3349692.46,602944.64,3952637.1,Paid,CC012,,58.4,High,44.83465062799508,50.0,91.79947850873396,Maverick Buying,5.0,"Invoice INV0013280 for ₹3,349,692 from vendor VEND0219 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6271599835191781,24.222489879747425,0.3735896067295,0.1175851360664132,1.5,312,21.0,0,1,0,No single dominant risk factor identified.
INV0013281,2023-02-20 10:52:00,2023-03-20 00:00:00,2023-03-21 00:00:00,VEND0270,,,1289872.78,232177.1,1522049.88,Paid,CC007,,57.5,High,51.03449445908203,50.0,78.18253530310048,Maverick Buying,5.0,"Invoice INV0013281 for ₹1,289,873 from vendor VEND0270 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6622270498590543,25.584906495499744,0.4252499418845373,-1.374229357554587,1.5,320,28.0,0,1,0,No single dominant risk factor identified.
INV0013282,2022-03-07 15:23:00,2022-04-06 00:00:00,2022-04-04 00:00:00,VEND0072,,,1000000.0,180000.0,1180000.0,Paid,CC006,,61.5,High,54.54257784472841,60.0,74.55053936442054,New Vendor Fast Payment,6.0,"Invoice INV0013282 for ₹1,000,000 was received from vendor VEND0072 only -64 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6828236840623602,24.438378954732723,0.4544811238936068,1.4383986739715215,1.5,0,27.0,0,1,1,No single dominant risk factor identified.
INV0013285,2022-01-06 16:21:00,2022-02-05 00:00:00,2022-02-03 00:00:00,VEND0114,,,4415244.3,794743.97,5209988.27,Paid,CC010,,67.6,High,56.7412051041264,60.0,95.74040814612724,New Vendor Fast Payment,6.0,"Invoice INV0013285 for ₹4,415,244 was received from vendor VEND0114 only -73 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6934088975181766,29.62427846367827,0.4728012339150859,1.1993321223410778,1.5,0,27.0,0,1,0,No single dominant risk factor identified.
INV0013291,2022-02-14 09:10:00,2022-03-14 00:00:00,2022-03-18 00:00:00,VEND0207,,,417446.57,75140.38,492586.95,Paid,CC019,,55.0,High,46.26152910631835,60.0,62.085465346521296,New Vendor Fast Payment,6.0,"Invoice INV0013291 for ₹417,447 was received from vendor VEND0207 only -40 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.635376282764435,24.165765741785005,0.3854791030497269,1.064202806087015,1.5,0,31.0,0,1,0,No single dominant risk factor identified.
INV0013318,2022-02-15 18:10:00,2022-03-17 00:00:00,2022-03-15 00:00:00,VEND0204,,,400000.0,72000.0,472000.0,Paid,CC017,,55.2,High,55.74358781536751,50.0,61.47630849052108,Maverick Buying,5.0,"Invoice INV0013318 for ₹400,000 from vendor VEND0204 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6898587442623142,24.08728612680985,0.4644885659031387,1.4378603604964886,1.5,14,27.0,0,1,1,No single dominant risk factor identified.
INV0013320,2023-02-21 12:42:00,2023-03-23 00:00:00,2023-03-29 00:00:00,VEND0049,,,3195536.58,575196.58,3770733.16,Paid,CC011,,58.7,High,46.135486022919984,50.0,91.12723131390769,Maverick Buying,5.0,"Invoice INV0013320 for ₹3,195,537 from vendor VEND0049 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6334305440452163,27.27111300988692,0.3844288462836315,0.1526249266301286,1.5,332,35.0,0,1,0,No single dominant risk factor identified.
INV0013321,2023-10-09 08:21:00,2023-11-07 00:00:00,2023-11-02 00:00:00,VEND0284,,,400000.0,72000.0,472000.0,Paid,CC004,,57.6,High,52.989455998752135,60.0,61.47630849052108,Near-Duplicate Invoice,6.0,"Invoice INV0013321 (₹400,000) is 1.5% different from invoice INV0007633 (₹406,164) from the same vendor, posted 13 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6737534593882613,24.82284019194646,0.4415397019343253,0.0711916120933428,1.5,574,23.0,0,1,1,No single dominant risk factor identified.
INV0013329,2022-01-06 10:51:00,2022-02-05 00:00:00,2022-02-04 00:00:00,VEND0109,,,895506.49,161191.17,1056697.66,Paid,CC009,,57.4,High,45.400143547233945,60.0,72.97576743997706,New Vendor Fast Payment,6.0,"Invoice INV0013329 for ₹895,506 was received from vendor VEND0109 only -56 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6304661496509066,24.073129630749403,0.3783015889231803,1.5058821079888745,1.5,0,28.0,0,1,0,No single dominant risk factor identified.
INV0013333,2023-12-06 16:54:00,2024-01-05 00:00:00,2023-12-27 00:00:00,VEND0183,,,1246417.78,224355.2,1470772.98,Paid,CC009,,56.0,High,47.72003091081091,50.0,77.69354925245342,Maverick Buying,5.0,"Invoice INV0013333 for ₹1,246,418 from vendor VEND0183 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6439892257713158,23.562538184390203,0.3976321014311559,0.0088422260211656,1.5,631,20.0,0,1,0,No single dominant risk factor identified.
INV0013335,2022-05-04 08:29:00,2022-06-03 00:00:00,2022-05-30 00:00:00,VEND0051,,,3618164.19,651269.55,4269433.74,Paid,CC011,,61.2,High,51.26011894541575,50.0,92.89956756110564,Maverick Buying,5.0,"Invoice INV0013335 for ₹3,618,164 from vendor VEND0051 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6633298972318403,26.074935161629547,0.4271299628819596,0.5098060382498467,1.5,94,25.0,0,1,0,No single dominant risk factor identified.
INV0013344,2022-07-08 14:09:00,2022-08-07 00:00:00,2022-08-14 00:00:00,VEND0059,,,1617032.57,291065.86,1908098.43,Paid,CC002,,55.8,High,44.90123131112443,50.0,81.40795403709751,Maverick Buying,5.0,"Invoice INV0013344 for ₹1,617,033 from vendor VEND0059 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6275532027792613,24.194856029166942,0.3741443917368363,1.4791982029440245,1.5,156,36.0,0,1,0,No single dominant risk factor identified.
INV0013345,2023-12-13 16:29:00,2024-01-12 00:00:00,2024-01-16 00:00:00,VEND0215,,,800000.0,144000.0,944000.0,Paid,CC012,,60.9,High,55.09355469361397,60.0,71.36658069956297,Near-Duplicate Invoice,6.0,"Invoice INV0013345 (₹800,000) is 0.9% different from invoice INV0012257 (₹793,208) from the same vendor, posted 6 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6858640420493072,24.752684941273813,0.4590721506116305,1.458073320149784,1.5,704,33.0,0,1,1,No single dominant risk factor identified.
INV0013347,2022-01-10 08:23:00,2022-02-08 00:00:00,2022-02-06 00:00:00,VEND0187,,,1533933.11,276107.96,1810041.07,Paid,CC001,,61.1,High,49.83742986753328,60.0,80.6551732389363,New Vendor Fast Payment,6.0,"Invoice INV0013347 for ₹1,533,933 was received from vendor VEND0187 only -35 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.655894218293242,24.208964498934968,0.4152753748330968,0.7585758622060573,1.5,0,26.0,0,1,0,No single dominant risk factor identified.
INV0013350,2022-09-26 11:00:00,2022-10-26 00:00:00,2022-11-04 00:00:00,VEND0263,,,800000.0,144000.0,944000.0,Paid,CC020,,56.6,High,53.11542901790504,50.0,71.36658069956297,Maverick Buying,5.0,"Invoice INV0013350 for ₹800,000 from vendor VEND0263 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6745840199065422,24.550536210652457,0.4425893748885536,1.7328541134697315,1.5,259,38.0,0,1,1,No single dominant risk factor identified.
INV0013351,2022-08-19 10:18:00,2022-09-18 00:00:00,2022-09-16 00:00:00,VEND0245,,,2581529.83,464675.37,3046205.2,Paid,CC015,,57.5,High,45.05692752271372,50.0,88.08268526811716,Maverick Buying,5.0,"Invoice INV0013351 for ₹2,581,530 from vendor VEND0245 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6280044837140907,25.32021626763435,0.3754417338461233,-0.4050426425151887,1.5,165,27.0,0,1,0,No single dominant risk factor identified.
INV0013352,2022-10-12 08:21:00,2022-11-11 00:00:00,2022-11-07 00:00:00,VEND0247,,,1531247.82,275624.61,1806872.43,Paid,CC011,,56.1,High,46.08479656834619,50.0,80.63017275186067,Maverick Buying,5.0,"Invoice INV0013352 for ₹1,531,248 from vendor VEND0247 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6341509174048939,24.700626730075165,0.3840064752879335,0.5486678502202439,1.5,148,25.0,0,1,0,No single dominant risk factor identified.
INV0013357,2022-05-10 12:13:00,2022-06-09 00:00:00,2022-06-13 00:00:00,VEND0079,,,1000000.0,180000.0,1180000.0,Paid,CC003,,57.3,High,52.78774890611532,50.0,74.55053936442054,Maverick Buying,5.0,"Invoice INV0013357 for ₹1,000,000 from vendor VEND0079 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6726697333183351,24.633267244738583,0.4398589731462037,1.4401589708731566,1.5,10,33.0,0,1,1,No single dominant risk factor identified.
INV0013362,2023-03-14 17:27:00,2023-04-13 00:00:00,2023-04-07 00:00:00,VEND0160,,,2000000.0,360000.0,2360000.0,Paid,CC001,,60.1,High,53.7346186653636,50.0,84.44082227493865,Maverick Buying,5.0,"Invoice INV0013362 for ₹2,000,000 from vendor VEND0160 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6778991072905522,25.16215242323954,0.4477487862517638,1.701610073556991,1.5,389,23.0,0,1,1,No single dominant risk factor identified.
INV0013367,2023-10-02 18:48:00,2023-10-30 00:00:00,2023-10-23 00:00:00,VEND0050,,,1000000.0,180000.0,1180000.0,Paid,CC005,,58.2,High,55.10726712406984,50.0,74.55053936442054,Maverick Buying,5.0,"Invoice INV0013367 for ₹1,000,000 from vendor VEND0050 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6861439979779433,24.24133583963168,0.4591864097401569,1.4892059667656037,1.5,509,20.0,0,1,1,No single dominant risk factor identified.
INV0013374,2022-02-21 16:04:00,2022-03-21 00:00:00,2022-03-31 00:00:00,VEND0187,,,835799.0,150443.82,986242.82,Paid,CC008,,55.8,High,41.99309491313622,60.0,71.99121141546676,New Vendor Fast Payment,6.0,"Invoice INV0013374 for ₹835,799 was received from vendor VEND0187 only 7 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6109297684012057,23.999674358698265,0.3499122812047401,-0.4416616511197346,1.5,7,37.0,0,1,0,No single dominant risk factor identified.
INV0013376,2022-12-26 08:53:00,2023-01-25 00:00:00,2023-01-19 00:00:00,VEND0072,,,762411.87,137234.14,899646.01,Paid,CC016,,57.2,High,46.44867414361078,60.0,70.67990448496799,Near-Duplicate Invoice,6.0,"Invoice INV0013376 (₹762,412) is 0.3% different from invoice INV0013054 (₹760,043) from the same vendor, posted 10 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6362021570532407,24.798113861266025,0.3870384931912418,0.5892816165834751,1.5,230,23.0,0,1,0,No single dominant risk factor identified.
INV0013381,2022-03-03 09:30:00,2022-04-02 00:00:00,2022-04-12 00:00:00,VEND0093,,,500000.0,90000.0,590000.0,Paid,CC004,,57.9,High,51.808025735155695,60.0,64.6602635882226,New Vendor Fast Payment,6.0,"Invoice INV0013381 for ₹500,000 was received from vendor VEND0093 only 0 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6670588525577104,24.59446520057717,0.4316954082645933,1.3621772694174124,1.5,0,39.0,0,1,1,No single dominant risk factor identified.
INV0013383,2023-12-18 12:40:00,2024-01-16 00:00:00,2024-01-14 00:00:00,VEND0105,,,150000.0,27000.0,177000.0,Paid,CC001,,55.1,High,55.56010891979796,60.0,47.48123665084479,Near-Duplicate Invoice,6.0,"Invoice INV0013383 (₹150,000) is 1.4% different from invoice INV0005680 (₹147,992) from the same vendor, posted 7 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6884514042900117,24.986153396903543,0.4629597239682061,1.4304694901495745,1.5,571,26.0,0,1,1,No single dominant risk factor identified.
INV0013390,2022-01-31 09:43:00,2022-03-01 00:00:00,2022-03-01 00:00:00,VEND0027,,,2573500.45,463230.08,3036730.53,Paid,CC001,,62.0,High,47.49879007594839,60.0,88.03823600796606,New Vendor Fast Payment,6.0,"Invoice INV0013390 for ₹2,573,500 was received from vendor VEND0027 only -3 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6419155584038341,25.60368448569124,0.395788607306083,-0.0392263983261471,1.5,0,28.0,0,1,0,No single dominant risk factor identified.
INV0013397,2022-08-11 09:21:00,2022-09-10 00:00:00,2022-09-15 00:00:00,VEND0181,,,800000.0,144000.0,944000.0,Paid,CC006,,59.0,High,50.46525804534458,60.0,71.36658069956297,Near-Duplicate Invoice,6.0,"Invoice INV0013397 (₹800,000) is 0.7% different from invoice INV0008368 (₹805,902) from the same vendor, posted 19 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6594877868843927,24.23893104753236,0.420506766940569,1.4243819790388692,1.5,147,34.0,0,1,1,No single dominant risk factor identified.
INV0013402,2022-03-23 09:17:00,2022-04-22 00:00:00,2022-04-20 00:00:00,VEND0149,,,5000000.0,900000.0,5900000.0,Paid,CC004,,64.6,High,56.86180342200012,50.0,97.51507027120904,Maverick Buying,5.0,"Invoice INV0013402 for ₹5,000,000 from vendor VEND0149 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6957918730546597,25.3282956427268,0.4738061220526307,1.7395504937213415,1.5,48,27.0,0,1,1,No single dominant risk factor identified.
INV0013403,2022-09-19 10:19:00,2022-10-19 00:00:00,2022-10-15 00:00:00,VEND0277,,,800000.0,144000.0,944000.0,Paid,CC020,,57.0,High,54.19803235802315,50.0,71.36658069956297,Maverick Buying,5.0,"Invoice INV0013403 for ₹800,000 from vendor VEND0277 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6810204550027119,23.992740364541767,0.4516101910436372,1.5049427099182198,1.5,169,25.0,0,1,1,No single dominant risk factor identified.
INV0013404,2023-11-15 09:06:00,2023-12-15 00:00:00,2023-12-11 00:00:00,VEND0244,,,2000000.0,360000.0,2360000.0,Paid,CC018,,61.7,High,57.64268752920634,50.0,84.44082227493865,Maverick Buying,5.0,"Invoice INV0013404 for ₹2,000,000 from vendor VEND0244 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.6993404799245442,27.706219917655925,0.4803128560599037,1.567778801926096,1.5,682,25.0,0,1,1,No single dominant risk factor identified.
INV0013417,2022-09-06 09:14:00,2022-10-06 00:00:00,2022-10-13 00:00:00,VEND0270,,,4636033.9,834486.1,5470520.0,Paid,CC004,,61.2,High,49.03244389306579,50.0,96.4366631462633,Maverick Buying,5.0,"Invoice INV0013417 for ₹4,636,034 from vendor VEND0270 has no corresponding Purchase Order. Goods or services were procured outside the approved procurement process, bypassing price negotiation and approval controls.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Maverick Buying,0.650952619981578,25.01938664398961,0.4085678114864884,1.3757832697552104,1.5,153,36.0,0,1,0,No single dominant risk factor identified.
INV0013420,2022-05-07 13:49:00,2022-06-03 00:00:00,2022-06-03 00:00:00,VEND0250,PO002835,GR001796,5000000.0,900000.0,5900000.0,Paid,CC014,Legal,72.7,High,59.6191944810564,70.0,97.51507027120904,Three-Way Match Failure,7.0,"Invoice INV0013420 amount ₹5,000,000 is 64.9% OVER the PO value ₹3,031,776, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.7041003426963703,44.45479696665107,0.4967821437308053,1.3426833190594685,1.649198406619703,20,26.0,1,0,1,No single dominant risk factor identified.
INV0013421,2022-06-25 06:08:00,2022-07-25 00:00:00,2022-07-22 00:00:00,VEND0285,PO000951,GR000590,369659.32,66538.68,436198.0,Paid,CC015,Marketing,57.4,High,44.472404964785305,70.0,60.35075969459264,Three-Way Match Failure,7.0,"Invoice INV0013421 amount ₹369,659 is 49.0% UNDER the PO value ₹725,382, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.626073595046479,21.696787646122257,0.3705711867693,-1.5108149908850028,0.5096064564276305,55,26.0,1,0,0,No single dominant risk factor identified.
INV0013424,2022-06-11 19:50:00,2022-07-11 00:00:00,2022-07-26 00:00:00,VEND0018,PO007046,GR004477,1000000.0,180000.0,1180000.0,Paid,CC005,IT,56.3,High,50.29199141426557,50.0,74.55053936442054,Three-Way Match Failure,5.0,"Invoice INV0013424 amount ₹1,000,000 is 12.8% OVER the PO value ₹886,783, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.6673577304837222,1.7099473116590829,0.4190630189242327,1.893256260865548,1.1276720018934063,119,44.0,1,0,1,No single dominant risk factor identified.
INV0013425,2022-09-03 09:45:00,2022-10-02 00:00:00,2022-10-09 00:00:00,VEND0180,PO004696,GR002988,1307792.6,235402.67,1543195.27,Paid,CC001,Marketing,61.0,High,42.15827486321543,70.0,78.37940122914364,Three-Way Match Failure,7.0,"Invoice INV0013425 amount ₹1,307,793 is 22.4% OVER the PO value ₹1,068,509, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.6193700217726653,4.960609880141043,0.3512886467736916,0.582805536067416,1.2239420097149802,218,35.0,1,0,0,No single dominant risk factor identified.
INV0013426,2023-02-18 13:08:00,2023-03-14 00:00:00,2023-03-15 00:00:00,VEND0208,PO016899,GR010767,370747.1,66734.48,437481.58,Paid,CC005,Legal,61.0,High,53.54563872045984,70.0,60.392685710591095,Three-Way Match Failure,7.0,"Invoice INV0013426 amount ₹370,747 is 113.4% OVER the PO value ₹173,718, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.6361196380973706,128.5807262173137,0.4461741067021989,0.6603856221806907,2.134193863915827,376,24.0,1,0,0,No single dominant risk factor identified.
INV0013428,2023-11-25 15:29:00,2023-12-21 00:00:00,2024-01-03 00:00:00,VEND0146,PO007761,GR004941,800000.0,144000.0,944000.0,Paid,CC012,Legal,67.3,High,62.50056921433753,70.0,71.36658069956297,Three-Way Match Failure,7.0,"Invoice INV0013428 amount ₹800,000 is 123.0% OVER the PO value ₹358,761, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,After-Hours Transaction,0.6781148217961176,152.543981644478,0.520791262102818,1.517178310451934,2.229897840296556,562,38.0,1,0,1,No single dominant risk factor identified.
